file_path,label_source,file_exists,file_size_bytes,metadata_duration_seconds,sample_rate_hz,channels,estimated_bitrate_kbps,container_format,codec_subtype,bitrate_kbps,bitrate_mode,mpeg_version,mp3_mode,metadata_error
music/Capital Cities - Safe And Sound.mp3,charted,True,721196,30.0,48000.0,2.0,192.31893333333332,MP3,MPEG_LAYER_III,,variable,MPEG 1.0,joint stereo,
music/Peter And Gordon - Sunday For Tea.mp3,charted,True,721196,30.0,48000.0,2.0,192.31893333333332,MP3,MPEG_LAYER_III,,variable,MPEG 1.0,joint stereo,
"music/Marilyn McCoo & Billy Davis, Jr. - Look What You've Done To My Heart.mp3",charted,True,721196,30.0,48000.0,2.0,192.31893333333332,MP3,MPEG_LAYER_III,,variable,MPEG 1.0,joint stereo,
music/Graham Central Station - It's Alright.mp3,charted,True,721196,30.0,48000.0,2.0,192.31893333333332,MP3,MPEG_LAYER_III,,variable,MPEG 1.0,joint stereo,
music/Sharissa - Any Other Night.mp3,charted,True,721196,30.0,48000.0,2.0,192.31893333333332,MP3,MPEG_LAYER_III,,variable,MPEG 1.0,joint stereo,
music/The Masqueraders - I Ain't Got To Love Nobody Else.mp3,charted,True,721196,30.0,48000.0,2.0,192.31893333333332,MP3,MPEG_LAYER_III,,variable,MPEG 1.0,joint stereo,
music/Johnny Preston - Feel So Fine.mp3,charted,True,721196,30.0,48000.0,2.0,192.31893333333332,MP3,MPEG_LAYER_III,,variable,MPEG 1.0,joint stereo,
music/Kanye West - Jonah.mp3,charted,True,721196,30.0,48000.0,2.0,192.31893333333332,MP3,MPEG_LAYER_III,,variable,MPEG 1.0,joint stereo,
music/Switchfoot - Meant To Live.mp3,charted,True,721196,30.0,48000.0,2.0,192.31893333333332,MP3,MPEG_LAYER_III,,variable,MPEG 1.0,joint stereo,
music/Little Caesar And The Consuls - (My Girl) Sloopy.mp3,charted,True,721196,30.0,48000.0,2.0,192.31893333333332,MP3,MPEG_LAYER_III,,variable,MPEG 1.0,joint stereo,
music/Rod Stewart - Somebody Special.mp3,charted,True,721196,30.0,48000.0,2.0,192.31893333333332,MP3,MPEG_LAYER_III,,variable,MPEG 1.0,joint stereo,
music/707 - I Could Be Good For You.mp3,charted,True,721196,30.0,48000.0,2.0,192.31893333333332,MP3,MPEG_LAYER_III,,variable,MPEG 1.0,joint stereo,
music/Dick Dale and The Del-Tones - Let's Go Trippin'.mp3,charted,True,721196,30.0,48000.0,2.0,192.31893333333332,MP3,MPEG_LAYER_III,,variable,MPEG 1.0,joint stereo,
music/Drake - Keep The Family Close.mp3,charted,True,721196,30.0,48000.0,2.0,192.31893333333332,MP3,MPEG_LAYER_III,,variable,MPEG 1.0,joint stereo,
music/The Rolling Stones - She Was Hot.mp3,charted,True,721196,30.0,48000.0,2.0,192.31893333333332,MP3,MPEG_LAYER_III,,variable,MPEG 1.0,joint stereo,
"music/Ray, Goodman & Brown - Special Lady.mp3",charted,True,721196,30.0,48000.0,2.0,192.31893333333332,MP3,MPEG_LAYER_III,,variable,MPEG 1.0,joint stereo,
music/Elvis Costello & The Atrractions - The Only Flame In Town.mp3,charted,True,721196,30.0,48000.0,2.0,192.31893333333332,MP3,MPEG_LAYER_III,,variable,MPEG 1.0,joint stereo,
music/Jay & The Americans - Crying.mp3,charted,True,721196,30.0,48000.0,2.0,192.31893333333332,MP3,MPEG_LAYER_III,,variable,MPEG 1.0,joint stereo,
music/Glee Cast - Somebody To Love.mp3,charted,True,721196,30.0,48000.0,2.0,192.31893333333332,MP3,MPEG_LAYER_III,,variable,MPEG 1.0,joint stereo,
music/EAGLES - THE LONG RUN.mp3,charted,True,721196,30.0,48000.0,2.0,192.31893333333332,MP3,MPEG_LAYER_III,,variable,MPEG 1.0,joint stereo,
music/Dan + Shay - Take Me Home For Christmas.mp3,charted,True,721196,30.0,48000.0,2.0,192.31893333333332,MP3,MPEG_LAYER_III,,variable,MPEG 1.0,joint stereo,
music/Drake - Headlines.mp3,charted,True,721196,30.0,48000.0,2.0,192.31893333333332,MP3,MPEG_LAYER_III,,variable,MPEG 1.0,joint stereo,
music/The Byrds - Mr. Tambourine Man.mp3,charted,True,721196,30.0,48000.0,2.0,192.31893333333332,MP3,MPEG_LAYER_III,,variable,MPEG 1.0,joint stereo,
music/The Persuaders - Best Thing That Ever Happened To Me.mp3,charted,True,721196,30.0,48000.0,2.0,192.31893333333332,MP3,MPEG_LAYER_III,,variable,MPEG 1.0,joint stereo,
music/Drake - Come Thru.mp3,charted,True,721196,30.0,48000.0,2.0,192.31893333333332,MP3,MPEG_LAYER_III,,variable,MPEG 1.0,joint stereo,
music/Bon Jovi - We Weren't Born To Follow.mp3,charted,True,721196,30.0,48000.0,2.0,192.31893333333332,MP3,MPEG_LAYER_III,,variable,MPEG 1.0,joint stereo,
music/B.B. King - I'm Gonna Do What They Do To Me.mp3,charted,True,721196,30.0,48000.0,2.0,192.31893333333332,MP3,MPEG_LAYER_III,,variable,MPEG 1.0,joint stereo,
music/The Cowsills - The Prophecy Of Daniel and John The Divine (Six-Six-Six).mp3,charted,True,721196,30.0,48000.0,2.0,192.31893333333332,MP3,MPEG_LAYER_III,,variable,MPEG 1.0,joint stereo,
music/Joe Simon - Yours Love.mp3,charted,True,721196,30.0,48000.0,2.0,192.31893333333332,MP3,MPEG_LAYER_III,,variable,MPEG 1.0,joint stereo,
music/Janey Street - Say Hello To Ronnie.mp3,charted,True,721196,30.0,48000.0,2.0,192.31893333333332,MP3,MPEG_LAYER_III,,variable,MPEG 1.0,joint stereo,
music/Chuck Berry - Carol.mp3,charted,True,721196,30.0,48000.0,2.0,192.31893333333332,MP3,MPEG_LAYER_III,,variable,MPEG 1.0,joint stereo,
music/Brenda Lee - As Usual.mp3,charted,True,721196,30.0,48000.0,2.0,192.31893333333332,MP3,MPEG_LAYER_III,,variable,MPEG 1.0,joint stereo,
music/Chaka Khan - What Cha' Gonna Do For Me.mp3,charted,True,721196,30.0,48000.0,2.0,192.31893333333332,MP3,MPEG_LAYER_III,,variable,MPEG 1.0,joint stereo,
music/Grand Funk Railroad - Heartbreaker.mp3,charted,True,721196,30.0,48000.0,2.0,192.31893333333332,MP3,MPEG_LAYER_III,,variable,MPEG 1.0,joint stereo,
music/Steve Wariner - I'm Already Taken.mp3,charted,True,721196,30.0,48000.0,2.0,192.31893333333332,MP3,MPEG_LAYER_III,,variable,MPEG 1.0,joint stereo,
music/The Moody Blues - Your Wildest Dreams.mp3,charted,True,721196,30.0,48000.0,2.0,192.31893333333332,MP3,MPEG_LAYER_III,,variable,MPEG 1.0,joint stereo,
music/Surface - Closer Than Friends.mp3,charted,True,721196,30.0,48000.0,2.0,192.31893333333332,MP3,MPEG_LAYER_III,,variable,MPEG 1.0,joint stereo,
music/Le Click Featuring Kayo - Don't Go.mp3,charted,True,721196,30.0,48000.0,2.0,192.31893333333332,MP3,MPEG_LAYER_III,,variable,MPEG 1.0,joint stereo,
music/Diana Ross - Pieces Of Ice.mp3,charted,True,721196,30.0,48000.0,2.0,192.31893333333332,MP3,MPEG_LAYER_III,,variable,MPEG 1.0,joint stereo,
music/Naked Eyes - (what) In The Name Of Love.mp3,charted,True,721196,30.0,48000.0,2.0,192.31893333333332,MP3,MPEG_LAYER_III,,variable,MPEG 1.0,joint stereo,
music/Underground Sunshine - Birthday.mp3,charted,True,721196,30.0,48000.0,2.0,192.31893333333332,MP3,MPEG_LAYER_III,,variable,MPEG 1.0,joint stereo,
music/Jason Aldean - Burnin' It Down.mp3,charted,True,721196,30.0,48000.0,2.0,192.31893333333332,MP3,MPEG_LAYER_III,,variable,MPEG 1.0,joint stereo,
"music/Percy Sledge - Baby, Help Me.mp3",charted,True,721196,30.0,48000.0,2.0,192.31893333333332,MP3,MPEG_LAYER_III,,variable,MPEG 1.0,joint stereo,
music/Pebbles - Girlfriend.mp3,charted,True,721196,30.0,48000.0,2.0,192.31893333333332,MP3,MPEG_LAYER_III,,variable,MPEG 1.0,joint stereo,
music/Fleetwood Mac - Over My Head.mp3,charted,True,721196,30.0,48000.0,2.0,192.31893333333332,MP3,MPEG_LAYER_III,,variable,MPEG 1.0,joint stereo,
music/Five Stairsteps & Cubie - A Million To One.mp3,charted,True,721196,30.0,48000.0,2.0,192.31893333333332,MP3,MPEG_LAYER_III,,variable,MPEG 1.0,joint stereo,
music/Roy Orbison - You Got It.mp3,charted,True,721196,30.0,48000.0,2.0,192.31893333333332,MP3,MPEG_LAYER_III,,variable,MPEG 1.0,joint stereo,
music/LoveRance Featuring IamSu & Skipper or 50 Cent - UP!.mp3,charted,True,721196,30.0,48000.0,2.0,192.31893333333332,MP3,MPEG_LAYER_III,,variable,MPEG 1.0,joint stereo,
music/Billy Joel - This Is The Time.mp3,charted,True,721196,30.0,48000.0,2.0,192.31893333333332,MP3,MPEG_LAYER_III,,variable,MPEG 1.0,joint stereo,
music/Three Dog Night - Til The World Ends.mp3,charted,True,721196,30.0,48000.0,2.0,192.31893333333332,MP3,MPEG_LAYER_III,,variable,MPEG 1.0,joint stereo,
music/Eminem - Superman.mp3,charted,True,721196,30.0,48000.0,2.0,192.31893333333332,MP3,MPEG_LAYER_III,,variable,MPEG 1.0,joint stereo,
music/98 Degrees - My Everything.mp3,charted,True,721196,30.0,48000.0,2.0,192.31893333333332,MP3,MPEG_LAYER_III,,variable,MPEG 1.0,joint stereo,
"music/Paul Stanley - Hold Me, Touch Me.mp3",charted,True,721196,30.0,48000.0,2.0,192.31893333333332,MP3,MPEG_LAYER_III,,variable,MPEG 1.0,joint stereo,
music/Passion Pit - Take A Walk.mp3,charted,True,721196,30.0,48000.0,2.0,192.31893333333332,MP3,MPEG_LAYER_III,,variable,MPEG 1.0,joint stereo,
music/Eddie Money - Endless Nights.mp3,charted,True,721196,30.0,48000.0,2.0,192.31893333333332,MP3,MPEG_LAYER_III,,variable,MPEG 1.0,joint stereo,
music/The 5th Dimension - One Less Bell To Answer.mp3,charted,True,721196,30.0,48000.0,2.0,192.31893333333332,MP3,MPEG_LAYER_III,,variable,MPEG 1.0,joint stereo,
music/The Guess Who - Hand Me Down World.mp3,charted,True,721196,30.0,48000.0,2.0,192.31893333333332,MP3,MPEG_LAYER_III,,variable,MPEG 1.0,joint stereo,
music/Yarbrough & Peoples - I Wouldn't Lie.mp3,charted,True,721196,30.0,48000.0,2.0,192.31893333333332,MP3,MPEG_LAYER_III,,variable,MPEG 1.0,joint stereo,
music/James Darren - Hail To The Conquering Hero.mp3,charted,True,721196,30.0,48000.0,2.0,192.31893333333332,MP3,MPEG_LAYER_III,,variable,MPEG 1.0,joint stereo,
music/Joe Cocker and The Chris Stainton Band - Woman To Woman.mp3,charted,True,721196,30.0,48000.0,2.0,192.31893333333332,MP3,MPEG_LAYER_III,,variable,MPEG 1.0,joint stereo,
music/Shalamar - Amnesia.mp3,charted,True,721196,30.0,48000.0,2.0,192.31893333333332,MP3,MPEG_LAYER_III,,variable,MPEG 1.0,joint stereo,
music/Orgy - Blue Monday.mp3,charted,True,721196,30.0,48000.0,2.0,192.31893333333332,MP3,MPEG_LAYER_III,,variable,MPEG 1.0,joint stereo,
"music/Stevie Wonder - Signed, Sealed, Delivered I'm Yours.mp3",charted,True,721196,30.0,48000.0,2.0,192.31893333333332,MP3,MPEG_LAYER_III,,variable,MPEG 1.0,joint stereo,
music/Pretenders - Brass In Pocket (I'm Special).mp3,charted,True,721196,30.0,48000.0,2.0,192.31893333333332,MP3,MPEG_LAYER_III,,variable,MPEG 1.0,joint stereo,
music/Mel And Tim - Good Guys Only Win In The Movies.mp3,charted,True,721196,30.0,48000.0,2.0,192.31893333333332,MP3,MPEG_LAYER_III,,variable,MPEG 1.0,joint stereo,
music/Kenny Loggins - I'm Gonna Miss You.mp3,charted,True,721196,30.0,48000.0,2.0,192.31893333333332,MP3,MPEG_LAYER_III,,variable,MPEG 1.0,joint stereo,
music/Neil Sedaka - Sweet Little You.mp3,charted,True,721196,30.0,48000.0,2.0,192.31893333333332,MP3,MPEG_LAYER_III,,variable,MPEG 1.0,joint stereo,
music/Shawn Mendes - A Little Too Much.mp3,charted,True,721196,30.0,48000.0,2.0,192.31893333333332,MP3,MPEG_LAYER_III,,variable,MPEG 1.0,joint stereo,
music/Jerry Jeff Walker - L.a. Freeway.mp3,charted,True,721196,30.0,48000.0,2.0,192.31893333333332,MP3,MPEG_LAYER_III,,variable,MPEG 1.0,joint stereo,
music/The Unknowns - Melody For An Unknown Girl.mp3,charted,True,721196,30.0,48000.0,2.0,192.31893333333332,MP3,MPEG_LAYER_III,,variable,MPEG 1.0,joint stereo,
music/Perry Como - (There's No Place Like) Home For The Holidays.mp3,charted,True,721196,30.0,48000.0,2.0,192.31893333333332,MP3,MPEG_LAYER_III,,variable,MPEG 1.0,joint stereo,
music/Josh Kelley - Amazing.mp3,charted,True,721196,30.0,48000.0,2.0,192.31893333333332,MP3,MPEG_LAYER_III,,variable,MPEG 1.0,joint stereo,
music/Linkin Park X Steve Aoki - A Light That Never Comes.mp3,charted,True,721196,30.0,48000.0,2.0,192.31893333333332,MP3,MPEG_LAYER_III,,variable,MPEG 1.0,joint stereo,
music/Linkin Park - Faint.mp3,charted,True,721196,30.0,48000.0,2.0,192.31893333333332,MP3,MPEG_LAYER_III,,variable,MPEG 1.0,joint stereo,
music/Bobby Rydell - The Door To Paradise.mp3,charted,True,721196,30.0,48000.0,2.0,192.31893333333332,MP3,MPEG_LAYER_III,,variable,MPEG 1.0,joint stereo,
music/Don Gibson - Just One Time.mp3,charted,True,721196,30.0,48000.0,2.0,192.31893333333332,MP3,MPEG_LAYER_III,,variable,MPEG 1.0,joint stereo,
music/Phil Collins - You'll Be In My Heart.mp3,charted,True,721196,30.0,48000.0,2.0,192.31893333333332,MP3,MPEG_LAYER_III,,variable,MPEG 1.0,joint stereo,
music/Creedence Clearwater Revival - Proud Mary.mp3,charted,True,721196,30.0,48000.0,2.0,192.31893333333332,MP3,MPEG_LAYER_III,,variable,MPEG 1.0,joint stereo,
music/OTIS REDDING - MY LOVER'S PRAYER.mp3,charted,True,721196,30.0,48000.0,2.0,192.31893333333332,MP3,MPEG_LAYER_III,,variable,MPEG 1.0,joint stereo,
music/Major Harris - Love Won't Let Me Wait.mp3,charted,True,721196,30.0,48000.0,2.0,192.31893333333332,MP3,MPEG_LAYER_III,,variable,MPEG 1.0,joint stereo,
music/Lionel Richie - Dancing On The Ceiling.mp3,charted,True,721196,30.0,48000.0,2.0,192.31893333333332,MP3,MPEG_LAYER_III,,variable,MPEG 1.0,joint stereo,
music/The Doobie Brothers - Minute By Minute.mp3,charted,True,721196,30.0,48000.0,2.0,192.31893333333332,MP3,MPEG_LAYER_III,,variable,MPEG 1.0,joint stereo,
music/Mark Chesnutt - I Don't Want To Miss A Thing.mp3,charted,True,721196,30.0,48000.0,2.0,192.31893333333332,MP3,MPEG_LAYER_III,,variable,MPEG 1.0,joint stereo,
music/Hank Ballard And The Midnighters - The Twist.mp3,charted,True,721196,30.0,48000.0,2.0,192.31893333333332,MP3,MPEG_LAYER_III,,variable,MPEG 1.0,joint stereo,
music/Chris Brown - Don't Wake Me Up.mp3,charted,True,721196,30.0,48000.0,2.0,192.31893333333332,MP3,MPEG_LAYER_III,,variable,MPEG 1.0,joint stereo,
music/The Duprees - Around The Corner.mp3,charted,True,721196,30.0,48000.0,2.0,192.31893333333332,MP3,MPEG_LAYER_III,,variable,MPEG 1.0,joint stereo,
music/Craig Morgan - Little Bit Of Life.mp3,charted,True,721196,30.0,48000.0,2.0,192.31893333333332,MP3,MPEG_LAYER_III,,variable,MPEG 1.0,joint stereo,
music/Gwen Guthrie - Ain't Nothin' Goin' On But The Rent.mp3,charted,True,721196,30.0,48000.0,2.0,192.31893333333332,MP3,MPEG_LAYER_III,,variable,MPEG 1.0,joint stereo,
music/Paper Lace - Billy - Don't Be A Hero.mp3,charted,True,721196,30.0,48000.0,2.0,192.31893333333332,MP3,MPEG_LAYER_III,,variable,MPEG 1.0,joint stereo,
music/The Chi-lites - A Letter To Myself.mp3,charted,True,721196,30.0,48000.0,2.0,192.31893333333332,MP3,MPEG_LAYER_III,,variable,MPEG 1.0,joint stereo,
music/The Miracles - Going To A Go-Go.mp3,charted,True,721196,30.0,48000.0,2.0,192.31893333333332,MP3,MPEG_LAYER_III,,variable,MPEG 1.0,joint stereo,
music/The Temptations - The Way You Do The Things You Do.mp3,charted,True,721196,30.0,48000.0,2.0,192.31893333333332,MP3,MPEG_LAYER_III,,variable,MPEG 1.0,joint stereo,
music/The Outfield - For You.mp3,charted,True,721196,30.0,48000.0,2.0,192.31893333333332,MP3,MPEG_LAYER_III,,variable,MPEG 1.0,joint stereo,
music/Elvin Bishop Featuring Mickey Thomas - Spend Some Time.mp3,charted,True,721196,30.0,48000.0,2.0,192.31893333333332,MP3,MPEG_LAYER_III,,variable,MPEG 1.0,joint stereo,
music/Gerald Levert - I'd Give Anything.mp3,charted,True,721196,30.0,48000.0,2.0,192.31893333333332,MP3,MPEG_LAYER_III,,variable,MPEG 1.0,joint stereo,
music/Nicki Minaj Featuring Drake & Lil Wayne - Truffle Butter.mp3,charted,True,721196,30.0,48000.0,2.0,192.31893333333332,MP3,MPEG_LAYER_III,,variable,MPEG 1.0,joint stereo,
music/Misiing Persons - Give.mp3,charted,True,721196,30.0,48000.0,2.0,192.31893333333332,MP3,MPEG_LAYER_III,,variable,MPEG 1.0,joint stereo,
music/Ricky Nelson - Mighty Good.mp3,charted,True,721196,30.0,48000.0,2.0,192.31893333333332,MP3,MPEG_LAYER_III,,variable,MPEG 1.0,joint stereo,
music/Morris Day - Fishnet.mp3,charted,True,721196,30.0,48000.0,2.0,192.31893333333332,MP3,MPEG_LAYER_III,,variable,MPEG 1.0,joint stereo,
music/Red Hot Chili Peppers - The Zephyr Song.mp3,charted,True,721196,30.0,48000.0,2.0,192.31893333333332,MP3,MPEG_LAYER_III,,variable,MPEG 1.0,joint stereo,
music/Dionne Warwicke - If We Only Have Love.mp3,charted,True,721196,30.0,48000.0,2.0,192.31893333333332,MP3,MPEG_LAYER_III,,variable,MPEG 1.0,joint stereo,
music/HARDY Featuring Lauren Alaina & Devin Dawson - One Beer.mp3,charted,True,721196,30.0,48000.0,2.0,192.31893333333332,MP3,MPEG_LAYER_III,,variable,MPEG 1.0,joint stereo,
music/Real Life - Send Me An Angel.mp3,charted,True,721196,30.0,48000.0,2.0,192.31893333333332,MP3,MPEG_LAYER_III,,variable,MPEG 1.0,joint stereo,
music/Beyonce - XO.mp3,charted,True,721196,30.0,48000.0,2.0,192.31893333333332,MP3,MPEG_LAYER_III,,variable,MPEG 1.0,joint stereo,
music/Londonbeat - I've Been Thinking About You.mp3,charted,True,721196,30.0,48000.0,2.0,192.31893333333332,MP3,MPEG_LAYER_III,,variable,MPEG 1.0,joint stereo,
music/Tony Joe White - I Get Off On It.mp3,charted,True,721196,30.0,48000.0,2.0,192.31893333333332,MP3,MPEG_LAYER_III,,variable,MPEG 1.0,joint stereo,
music/Little Caesar - Chain Of Fools.mp3,charted,True,721196,30.0,48000.0,2.0,192.31893333333332,MP3,MPEG_LAYER_III,,variable,MPEG 1.0,joint stereo,
music/Billy Squier - Don't Say You Love Me.mp3,charted,True,721196,30.0,48000.0,2.0,192.31893333333332,MP3,MPEG_LAYER_III,,variable,MPEG 1.0,joint stereo,
music/Ludacris Featuring Miguel - Good Lovin.mp3,charted,True,721196,30.0,48000.0,2.0,192.31893333333332,MP3,MPEG_LAYER_III,,variable,MPEG 1.0,joint stereo,
music/Dido - Thank You.mp3,charted,True,721196,30.0,48000.0,2.0,192.31893333333332,MP3,MPEG_LAYER_III,,variable,MPEG 1.0,joint stereo,
"music/Kenny Rogers & The First Edition - Ruby, Don't Take Your Love To Town.mp3",charted,True,721196,30.0,48000.0,2.0,192.31893333333332,MP3,MPEG_LAYER_III,,variable,MPEG 1.0,joint stereo,
music/Tracy Chapman - Talkin' Bout A Revolution.mp3,charted,True,721196,30.0,48000.0,2.0,192.31893333333332,MP3,MPEG_LAYER_III,,variable,MPEG 1.0,joint stereo,
music/Wiz Khalifa - We Dem Boyz.mp3,charted,True,721196,30.0,48000.0,2.0,192.31893333333332,MP3,MPEG_LAYER_III,,variable,MPEG 1.0,joint stereo,
music/Bardeux - Magic Carpet Ride.mp3,charted,True,721196,30.0,48000.0,2.0,192.31893333333332,MP3,MPEG_LAYER_III,,variable,MPEG 1.0,joint stereo,
music/Lynyrd Skynyrd - Double Trouble.mp3,charted,True,721196,30.0,48000.0,2.0,192.31893333333332,MP3,MPEG_LAYER_III,,variable,MPEG 1.0,joint stereo,
music/Lulu And The Luvers - Shout.mp3,charted,True,721196,30.0,48000.0,2.0,192.31893333333332,MP3,MPEG_LAYER_III,,variable,MPEG 1.0,joint stereo,
music/Al Martino - Think I'll Go Somewhere And Cry Myself To Sleep.mp3,charted,True,721196,30.0,48000.0,2.0,192.31893333333332,MP3,MPEG_LAYER_III,,variable,MPEG 1.0,joint stereo,
music/Ol' Dirty Bastard - Shimmy Shimmy Ya.mp3,charted,True,721196,30.0,48000.0,2.0,192.31893333333332,MP3,MPEG_LAYER_III,,variable,MPEG 1.0,joint stereo,
music/Taylor Swift - Fifteen.mp3,charted,True,721196,30.0,48000.0,2.0,192.31893333333332,MP3,MPEG_LAYER_III,,variable,MPEG 1.0,joint stereo,
music/America - You Can Do Magic.mp3,charted,True,721196,30.0,48000.0,2.0,192.31893333333332,MP3,MPEG_LAYER_III,,variable,MPEG 1.0,joint stereo,
music/Shelby Flint - Angel On My Shoulder.mp3,charted,True,721196,30.0,48000.0,2.0,192.31893333333332,MP3,MPEG_LAYER_III,,variable,MPEG 1.0,joint stereo,
music/Big Sean Featuring Kanye West & John Legend - One Man Can Change The World.mp3,charted,True,721196,30.0,48000.0,2.0,192.31893333333332,MP3,MPEG_LAYER_III,,variable,MPEG 1.0,joint stereo,
music/The Bobbettes - I Shot Mr. Lee.mp3,charted,True,721196,30.0,48000.0,2.0,192.31893333333332,MP3,MPEG_LAYER_III,,variable,MPEG 1.0,joint stereo,
music/Ben E. King - Here Comes The Night.mp3,charted,True,721196,30.0,48000.0,2.0,192.31893333333332,MP3,MPEG_LAYER_III,,variable,MPEG 1.0,joint stereo,
music/Dion - Ruby Baby.mp3,charted,True,721196,30.0,48000.0,2.0,192.31893333333332,MP3,MPEG_LAYER_III,,variable,MPEG 1.0,joint stereo,
music/John Travolta - All Strung Out On You.mp3,charted,True,721196,30.0,48000.0,2.0,192.31893333333332,MP3,MPEG_LAYER_III,,variable,MPEG 1.0,joint stereo,
music/Tyrone Davis - I Had It All The Time.mp3,charted,True,721196,30.0,48000.0,2.0,192.31893333333332,MP3,MPEG_LAYER_III,,variable,MPEG 1.0,joint stereo,
music/The James Gang - Walk Away.mp3,charted,True,721196,30.0,48000.0,2.0,192.31893333333332,MP3,MPEG_LAYER_III,,variable,MPEG 1.0,joint stereo,
music/Belouis Some - Some People.mp3,charted,True,721196,30.0,48000.0,2.0,192.31893333333332,MP3,MPEG_LAYER_III,,variable,MPEG 1.0,joint stereo,
music/Wilson Pickett - Mr. Magic Man.mp3,charted,True,721196,30.0,48000.0,2.0,192.31893333333332,MP3,MPEG_LAYER_III,,variable,MPEG 1.0,joint stereo,
music/Matt Stell - Everywhere But On.mp3,charted,True,721196,30.0,48000.0,2.0,192.31893333333332,MP3,MPEG_LAYER_III,,variable,MPEG 1.0,joint stereo,
music/Mary Hopkin - Temma Harbour.mp3,charted,True,721196,30.0,48000.0,2.0,192.31893333333332,MP3,MPEG_LAYER_III,,variable,MPEG 1.0,joint stereo,
music/Sheila E. - Hold Me.mp3,charted,True,721196,30.0,48000.0,2.0,192.31893333333332,MP3,MPEG_LAYER_III,,variable,MPEG 1.0,joint stereo,
music/Mac Miller - I Can See.mp3,charted,True,721196,30.0,48000.0,2.0,192.31893333333332,MP3,MPEG_LAYER_III,,variable,MPEG 1.0,joint stereo,
music/Irma Thomas - Wish Someone Would Care.mp3,charted,True,721196,30.0,48000.0,2.0,192.31893333333332,MP3,MPEG_LAYER_III,,variable,MPEG 1.0,joint stereo,
music/Frank Zappa - Valley Girl.mp3,charted,True,721196,30.0,48000.0,2.0,192.31893333333332,MP3,MPEG_LAYER_III,,variable,MPEG 1.0,joint stereo,
music/The Bell Notes - Shortnin' Bread.mp3,charted,True,721196,30.0,48000.0,2.0,192.31893333333332,MP3,MPEG_LAYER_III,,variable,MPEG 1.0,joint stereo,
music/Cee Farrow - Should I Love You.mp3,charted,True,721196,30.0,48000.0,2.0,192.31893333333332,MP3,MPEG_LAYER_III,,variable,MPEG 1.0,joint stereo,
music/Glee Cast - Kiss.mp3,charted,True,721196,30.0,48000.0,2.0,192.31893333333332,MP3,MPEG_LAYER_III,,variable,MPEG 1.0,joint stereo,
music/Mag 7 - The Street Mix.mp3,charted,True,721196,30.0,48000.0,2.0,192.31893333333332,MP3,MPEG_LAYER_III,,variable,MPEG 1.0,joint stereo,
"music/The Beatles - Ob-la-di, Ob-la-da.mp3",charted,True,721196,30.0,48000.0,2.0,192.31893333333332,MP3,MPEG_LAYER_III,,variable,MPEG 1.0,joint stereo,
music/Justin Bieber Featuring Burna Boy - Loved By You.mp3,charted,True,721196,30.0,48000.0,2.0,192.31893333333332,MP3,MPEG_LAYER_III,,variable,MPEG 1.0,joint stereo,
music/Tyrese - I Like Them Girls.mp3,charted,True,721196,30.0,48000.0,2.0,192.31893333333332,MP3,MPEG_LAYER_III,,variable,MPEG 1.0,joint stereo,
music/Doris Day - Love Me In The Daytime.mp3,charted,True,721196,30.0,48000.0,2.0,192.31893333333332,MP3,MPEG_LAYER_III,,variable,MPEG 1.0,joint stereo,
music/Device - Hanging On A Heart Attack.mp3,charted,True,721196,30.0,48000.0,2.0,192.31893333333332,MP3,MPEG_LAYER_III,,variable,MPEG 1.0,joint stereo,
music/The Who - Squeeze Box.mp3,charted,True,721196,30.0,48000.0,2.0,192.31893333333332,MP3,MPEG_LAYER_III,,variable,MPEG 1.0,joint stereo,
music/Hikaru Utada & Skrillex - Face My Fears.mp3,charted,True,721196,30.0,48000.0,2.0,192.31893333333332,MP3,MPEG_LAYER_III,,variable,MPEG 1.0,joint stereo,
music/Yankee Grey - All Things Considered.mp3,charted,True,721196,30.0,48000.0,2.0,192.31893333333332,MP3,MPEG_LAYER_III,,variable,MPEG 1.0,joint stereo,
music/Lifehouse - Hanging By A Moment.mp3,charted,True,721196,30.0,48000.0,2.0,192.31893333333332,MP3,MPEG_LAYER_III,,variable,MPEG 1.0,joint stereo,
music/Billy Squier - Eye On You.mp3,charted,True,721196,30.0,48000.0,2.0,192.31893333333332,MP3,MPEG_LAYER_III,,variable,MPEG 1.0,joint stereo,
music/Justin Bieber Featuring Dominic Fike - Die For You.mp3,charted,True,721196,30.0,48000.0,2.0,192.31893333333332,MP3,MPEG_LAYER_III,,variable,MPEG 1.0,joint stereo,
music/Elvis Presley With The Jordanaires - Crying In The Chapel.mp3,charted,True,721196,30.0,48000.0,2.0,192.31893333333332,MP3,MPEG_LAYER_III,,variable,MPEG 1.0,joint stereo,
music/Elvis Presley With The Jordanaires - You Don't Know Me.mp3,charted,True,721196,30.0,48000.0,2.0,192.31893333333332,MP3,MPEG_LAYER_III,,variable,MPEG 1.0,joint stereo,
music/Dierks Bentley - Say You Do.mp3,charted,True,721196,30.0,48000.0,2.0,192.31893333333332,MP3,MPEG_LAYER_III,,variable,MPEG 1.0,joint stereo,
music/The Mills Brothers - The Ol' Race Track.mp3,charted,True,721196,30.0,48000.0,2.0,192.31893333333332,MP3,MPEG_LAYER_III,,variable,MPEG 1.0,joint stereo,
